0.8849,0.8842,0.885,0.8826,0.8828,0.8805,0.8805,0.8786,0.8787,0.8772,0.8754,0.8733,0.8728,0.8716,0.8684,0.8688,0.8688,0.8627,0.861,0.8599,0.8609,0.8607,0.8532,0.8514,0.8515,0.8488,0.8487,0.8471,0.8466,0.8383,0.8416,0.8403,0.838,0.8352,0.8321,0.824,0.8255,0.8214,0.8205,0.8198,0.8173,0.8126,0.8128,0.8129,0.8008,0.8012,0.8045,0.7969,0.7941,0.7898
0.8688,0.8681,0.8673,0.8664,0.8658,0.8637,0.8649,0.8649,0.8645,0.8654,0.865,0.8633,0.8639,0.8606,0.8614,0.8595,0.8612,0.8603,0.8562,0.8546,0.8567,0.8517,0.85,0.8521,0.8498,0.8456,0.8446,0.8421,0.8404,0.8358,0.8355,0.8341,0.8292,0.8291,0.8264,0.8246,0.8276,0.8161,0.8149,0.8165,0.8139,0.8122,0.8104,0.8108,0.8057,0.8059,0.8052,0.7991,0.7959,0.7984
0.8996,0.8994,0.8998,0.8981,0.8986,0.8966,0.8947,0.8924,0.89,0.889,0.8825,0.8791,0.8762,0.8705,0.8655,0.859,0.8526,0.8426,0.838,0.829,0.8243,0.808,0.7984,0.7868,0.7727,0.7623,0.7465,0.7388,0.7128,0.7043,0.6839,0.6808,0.6549,0.6356,0.624,0.6081,0.5965,0.5837,0.5735,0.5532,0.5455,0.5233,0.5127,0.5034,0.4849,0.4872,0.4643,0.4532,0.4444,0.4285
0.8941,0.8939,0.8944,0.8931,0.8928,0.8912,0.8914,0.8897,0.8891,0.8881,0.8846,0.8842,0.8849,0.8812,0.8769,0.8758,0.873,0.8744,0.872,0.8697,0.8631,0.8625,0.8568,0.8573,0.8554,0.852,0.8491,0.8489,0.8397,0.839,0.8284,0.8297,0.8267,0.8221,0.8152,0.812,0.8101,0.8063,0.7985,0.8,0.7955,0.7855,0.7827,0.7708,0.77,0.7707,0.7618,0.756,0.7507,0.7452
0.8913,0.8902,0.8902,0.8887,0.8899,0.8887,0.8877,0.8872,0.8863,0.8859,0.8819,0.8814,0.8816,0.8789,0.878,0.8741,0.8757,0.8725,0.8711,0.868,0.867,0.8619,0.8615,0.8588,0.8598,0.8526,0.8548,0.8488,0.8469,0.8408,0.8397,0.8375,0.8357,0.8339,0.8282,0.8223,0.8182,0.8176,0.8177,0.8091,0.8059,0.8005,0.8012,0.7972,0.7869,0.7848,0.7858,0.7803,0.7775,0.7698
0.8823,0.8817,0.881,0.8804,0.8811,0.8784,0.8784,0.8786,0.8774,0.8764,0.873,0.8733,0.8752,0.8686,0.8704,0.8672,0.8648,0.8645,0.865,0.8623,0.8579,0.8611,0.8587,0.8523,0.8515,0.8523,0.8496,0.8466,0.8443,0.8439,0.8415,0.8384,0.8393,0.8374,0.8311,0.832,0.8323,0.8256,0.8226,0.8228,0.8165,0.8145,0.8138,0.8166,0.8111,0.8036,0.804,0.7981,0.7915,0.7969
0.8873,0.8862,0.8857,0.8871,0.8851,0.8839,0.8825,0.8813,0.8811,0.8796,0.8791,0.8763,0.8757,0.8737,0.8742,0.8706,0.8703,0.8685,0.867,0.8641,0.8595,0.8557,0.8579,0.8586,0.8547,0.8516,0.8515,0.848,0.8498,0.8451,0.8472,0.8435,0.8367,0.8398,0.8381,0.8358,0.834,0.8283,0.8324,0.8298,0.8191,0.8202,0.8211,0.821,0.8159,0.8145,0.8104,0.8057,0.8077,0.8046
0.9003,0.8993,0.8973,0.897,0.8956,0.8957,0.8961,0.8936,0.8949,0.8907,0.8891,0.8879,0.8871,0.8823,0.88,0.8787,0.8754,0.8673,0.865,0.8563,0.8539,0.8412,0.8324,0.8216,0.818,0.8004,0.7922,0.7795,0.7656,0.7504,0.7397,0.7272,0.705,0.6922,0.6819,0.6653,0.6471,0.6416,0.6318,0.616,0.6027,0.593,0.5746,0.5683,0.5553,0.5451,0.5342,0.5203,0.5113,0.5056
0.897,0.8959,0.8954,0.8962,0.8955,0.8947,0.8927,0.8922,0.8889,0.8912,0.8877,0.8868,0.8866,0.8844,0.883,0.8827,0.8796,0.8751,0.8705,0.8741,0.8711,0.8698,0.8656,0.8637,0.8576,0.8581,0.8495,0.849,0.8504,0.8413,0.8379,0.8403,0.8301,0.8294,0.8246,0.8186,0.8163,0.8142,0.8099,0.8069,0.7966,0.7954,0.7846,0.78,0.7802,0.7708,0.7645,0.7602,0.7519,0.7503
0.8775,0.8777,0.8782,0.8771,0.8772,0.8746,0.8763,0.8757,0.8753,0.8742,0.8738,0.8743,0.8731,0.8708,0.8677,0.8672,0.867,0.8687,0.8643,0.8631,0.8623,0.8612,0.8578,0.8563,0.8575,0.8513,0.8548,0.8496,0.8485,0.8472,0.8393,0.838,0.8338,0.837,0.8297,0.8269,0.8299,0.8285,0.8183,0.8194,0.819,0.8121,0.814,0.8094,0.8074,0.8007,0.8011,0.7928,0.7901,0.7866
0.8838,0.8836,0.8838,0.8837,0.8822,0.8805,0.8811,0.88,0.8791,0.8781,0.8759,0.8742,0.8755,0.8726,0.8681,0.8698,0.87,0.8683,0.8671,0.863,0.8617,0.8625,0.8621,0.8584,0.8569,0.8543,0.8504,0.85,0.8494,0.8467,0.847,0.8416,0.8401,0.8417,0.8398,0.8332,0.8383,0.8317,0.8276,0.8303,0.8251,0.8209,0.8182,0.8223,0.8174,0.8136,0.8126,0.8055,0.8077,0.8061
0.8761,0.8766,0.8757,0.876,0.8732,0.8736,0.8731,0.8715,0.8707,0.8704,0.8665,0.8669,0.8659,0.8664,0.8664,0.8611,0.8597,0.857,0.8573,0.855,0.8506,0.8497,0.8497,0.8461,0.8414,0.8438,0.8419,0.8397,0.8403,0.835,0.8327,0.8281,0.83,0.8271,0.829,0.8201,0.8259,0.8188,0.8193,0.8175,0.8143,0.8074,0.8062,0.8084,0.8001,0.8034,0.8073,0.798,0.8018,0.7977
